question_id,hop_depth,model_role,paragraph_id,delta_loo_lcb
3hop1__654651_55349_651302,3hop,frontier,0,0.0077880000000000015
3hop1__654651_55349_651302,3hop,frontier,1,0.39825
3hop1__654651_55349_651302,3hop,frontier,2,0.28575
3hop1__654651_55349_651302,3hop,frontier,3,0.159
3hop1__654651_55349_651302,3hop,frontier,4,0.117286
3hop1__654651_55349_651302,3hop,frontier,5,0.10367
3hop1__654651_55349_651302,3hop,frontier,6,0.130884
3hop1__654651_55349_651302,3hop,frontier,7,0.171
3hop1__654651_55349_651302,3hop,frontier,8,0.1365
3hop1__654651_55349_651302,3hop,frontier,9,0.042
3hop1__654651_55349_651302,3hop,frontier,10,0.03329
3hop1__654651_55349_651302,3hop,frontier,11,0.36525
3hop1__654651_55349_651302,3hop,frontier,12,0.024894
3hop1__654651_55349_651302,3hop,frontier,13,0.019386
3hop1__654651_55349_651302,3hop,frontier,14,0.135
3hop1__654651_55349_651302,3hop,frontier,15,0.045654
3hop1__654651_55349_651302,3hop,frontier,16,0.10986
3hop1__654651_55349_651302,3hop,frontier,17,0.15675
3hop1__654651_55349_651302,3hop,frontier,18,0.1365
3hop1__654651_55349_651302,3hop,frontier,19,0.041624
