question_id,hop_depth,model_role,paragraph_id,delta_loo_lcb
3hop1__773623_87694_124169,3hop,frontier,0,0.044502
3hop1__773623_87694_124169,3hop,frontier,1,0.216
3hop1__773623_87694_124169,3hop,frontier,2,0.20925
3hop1__773623_87694_124169,3hop,frontier,3,0.140868
3hop1__773623_87694_124169,3hop,frontier,4,0.07488
3hop1__773623_87694_124169,3hop,frontier,5,0.36525
3hop1__773623_87694_124169,3hop,frontier,6,0.40875
3hop1__773623_87694_124169,3hop,frontier,7,0.017
3hop1__773623_87694_124169,3hop,frontier,8,0.15336
3hop1__773623_87694_124169,3hop,frontier,9,0.137358
3hop1__773623_87694_124169,3hop,frontier,10,0.22425
3hop1__773623_87694_124169,3hop,frontier,11,0.1725
3hop1__773623_87694_124169,3hop,frontier,12,0.071136
3hop1__773623_87694_124169,3hop,frontier,13,0.109848
3hop1__773623_87694_124169,3hop,frontier,14,0.2145
3hop1__773623_87694_124169,3hop,frontier,15,0.129534
3hop1__773623_87694_124169,3hop,frontier,16,0.18381
3hop1__773623_87694_124169,3hop,frontier,17,0.209442
3hop1__773623_87694_124169,3hop,frontier,18,0.36825
3hop1__773623_87694_124169,3hop,frontier,19,0.029476000000000002
