question_id,hop_depth,model_role,paragraph_id,delta_loo_lcb
3hop1__804367_160713_77246,3hop,frontier,0,0.062088
3hop1__804367_160713_77246,3hop,frontier,1,0.103688
3hop1__804367_160713_77246,3hop,frontier,2,0.05058
3hop1__804367_160713_77246,3hop,frontier,3,0.1965
3hop1__804367_160713_77246,3hop,frontier,4,0.056892000000000005
3hop1__804367_160713_77246,3hop,frontier,5,0.08158
3hop1__804367_160713_77246,3hop,frontier,6,0.22463
3hop1__804367_160713_77246,3hop,frontier,7,0.35175
3hop1__804367_160713_77246,3hop,frontier,8,0.12675
3hop1__804367_160713_77246,3hop,frontier,9,0.03877800000000001
3hop1__804367_160713_77246,3hop,frontier,10,0.40425
3hop1__804367_160713_77246,3hop,frontier,11,0.10968
3hop1__804367_160713_77246,3hop,frontier,12,0.036174
3hop1__804367_160713_77246,3hop,frontier,13,0.075768
3hop1__804367_160713_77246,3hop,frontier,14,0.2775
3hop1__804367_160713_77246,3hop,frontier,15,0.10575
3hop1__804367_160713_77246,3hop,frontier,16,0.035402
3hop1__804367_160713_77246,3hop,frontier,17,0.099
3hop1__804367_160713_77246,3hop,frontier,18,0.063696
3hop1__804367_160713_77246,3hop,frontier,19,0.124722
